_id,Date,Rain,Temp Max,Temp Min
22052,17-05-2011,0,35.24000168,27.27000046
22053,18-05-2011,0,33.88000107,27.53000069
22054,19-05-2011,10.89822102,28.45999908,22.85000038
22055,20-05-2011,0,31,23.02000046
22056,21-05-2011,0,32.72000122,25.11000061
22057,22-05-2011,0,33.93000031,24.81999969
22058,23-05-2011,0,34.18000031,24.34000015
22059,24-05-2011,0,33.75999832,27.5
22060,25-05-2011,0,34.11000061,25.45000076
22061,26-05-2011,0,33.74000168,26.65999985
22062,27-05-2011,0,33.43000031,24.67000008
22063,28-05-2011,0,33.09000015,26.63999939
22064,29-05-2011,44.42466354,33.47999954,26.21999931
22065,30-05-2011,0,33.45999908,26.29000092
22066,31-05-2011,0,35.13999939,26.38999939
22067,01-06-2011,17.42225266,34.09000015,25.30999947
22068,02-06-2011,0.118743293,34.40999985,26.20000076
22069,03-06-2011,0,34.68000031,25.82999992
22070,04-06-2011,0.149842739,35.06000137,27.38999939
22071,05-06-2011,61.61649323,34.11000061,25.72999954
22072,06-06-2011,0,34.93000031,27.37999916
22073,07-06-2011,0.229004949,34.34000015,27.92000008
22074,08-06-2011,0,33.68000031,27.64999962
22075,09-06-2011,0,34.24000168,25.47999954
22076,10-06-2011,0,34.77000046,26.57999992
22077,11-06-2011,0,35.61999893,26.67000008
22078,12-06-2011,0.20355992,34.16999817,26.93000031
22079,13-06-2011,0,34.61000061,26.51000023
22080,14-06-2011,0.13429302,33.97000122,26.84000015
22081,15-06-2011,2.464659691,30.73999977,26.12000084
22082,16-06-2011,11.04167557,29.23999977,25.20999908
22083,17-06-2011,19.52010536,26.59000015,24.85000038
22084,18-06-2011,42.88508224,27.11000061,24.69000053
22085,19-06-2011,26.24413872,30.39999962,25.20999908
22086,20-06-2011,12.32329845,32.06999969,26.29999924
22087,21-06-2011,20.38832474,32.5,25.98999977
22088,22-06-2011,0,33.09000015,26.25
22089,23-06-2011,0,34.36999893,27.04999924
22090,24-06-2011,0,33.66999817,27.65999985
22091,25-06-2011,0.257277161,32.43999863,25.65999985
22092,26-06-2011,1.61486876,30.27000046,26.11000061
22093,27-06-2011,0.28837657,31.54000092,26.07999992
22094,28-06-2011,50.11089325,30.76000023,26.09000015
22095,29-06-2011,25.13953018,30.79999924,25.88999939
22096,30-06-2011,0,32.40000153,26.87000084
22097,01-07-2011,9.858638763,31.32999992,25.72999954
22098,02-07-2011,10.35157108,32.34000015,25.17000008
22099,03-07-2011,25.17240715,31.07999992,25.12999916
22100,04-07-2011,7.985864639,30.73999977,25.03000069
22101,05-07-2011,0.591518402,31.31999969,25.34000015
22102,06-07-2011,10.00565434,31.39999962,25.51000023
22103,07-07-2011,9.858638763,30.15999985,25.23999977
